field_key,field_label,depends_on,parent_value,option_value,option_label,required,filterable,allow_custom,lazy,unit,sort_order,active
model,Model,brand,brother,MFC-L2710DW,MFC-L2710DW,true,true,true,true,,32,true
model,Model,brand,brother,MFC-L2802DW,MFC-L2802DW,true,true,true,true,,33,true
model,Model,brand,brother,ADS-1700W,ADS-1700W,true,true,true,true,,34,true
model,Model,brand,brother,ADS-2700W,ADS-2700W,true,true,true,true,,35,true
model,Model,brand,xerox,B210,B210,true,true,true,true,,10,true
model,Model,brand,xerox,B230,B230,true,true,true,true,,11,true
model,Model,brand,xerox,B235,B235,true,true,true,true,,12,true
model,Model,brand,xerox,C230,C230,true,true,true,true,,13,true
model,Model,brand,xerox,C235,C235,true,true,true,true,,14,true
model,Model,brand,xerox,Phaser 3020,Phaser 3020,true,true,true,true,,15,true
model,Model,brand,xerox,WorkCentre 3025,WorkCentre 3025,true,true,true,true,,16,true
model,Model,brand,xerox,WorkCentre 3345,WorkCentre 3345,true,true,true,true,,17,true
model,Model,brand,xerox,WorkCentre 6515,WorkCentre 6515,true,true,true,true,,18,true
model,Model,brand,xerox,VersaLink B400,VersaLink B400,true,true,true,true,,19,true
model,Model,brand,xerox,VersaLink B405,VersaLink B405,true,true,true,true,,20,true
model,Model,brand,xerox,VersaLink B415,VersaLink B415,true,true,true,true,,21,true
model,Model,brand,xerox,VersaLink C400,VersaLink C400,true,true,true,true,,22,true
model,Model,brand,xerox,VersaLink C405,VersaLink C405,true,true,true,true,,23,true
model,Model,brand,xerox,VersaLink C415,VersaLink C415,true,true,true,true,,24,true
model,Model,brand,samsung,ML-2165,ML-2165,true,true,true,true,,10,true
model,Model,brand,samsung,ML-2165W,ML-2165W,true,true,true,true,,11,true
model,Model,brand,samsung,Xpress M2020,Xpress M2020,true,true,true,true,,12,true
model,Model,brand,samsung,Xpress M2020W,Xpress M2020W,true,true,true,true,,13,true
model,Model,brand,samsung,Xpress M2070,Xpress M2070,true,true,true,true,,14,true
model,Model,brand,samsung,Xpress M2070W,Xpress M2070W,true,true,true,true,,15,true
model,Model,brand,samsung,SCX-3405,SCX-3405,true,true,true,true,,16,true
model,Model,brand,samsung,SCX-3405W,SCX-3405W,true,true,true,true,,17,true
model,Model,brand,samsung,CLP-365,CLP-365,true,true,true,true,,18,true
model,Model,brand,samsung,Xpress C430W,Xpress C430W,true,true,true,true,,19,true
model,Model,brand,samsung,Xpress C480W,Xpress C480W,true,true,true,true,,20,true
model,Model,brand,ricoh,SP 150,SP 150,true,true,true,true,,10,true
model,Model,brand,ricoh,SP 210,SP 210,true,true,true,true,,11,true
model,Model,brand,ricoh,SP 220Nw,SP 220Nw,true,true,true,true,,12,true
model,Model,brand,ricoh,SP 230DNw,SP 230DNw,true,true,true,true,,13,true
model,Model,brand,ricoh,P 311,P 311,true,true,true,true,,14,true
model,Model,brand,ricoh,M 320F,M 320F,true,true,true,true,,15,true
model,Model,brand,ricoh,M C2000,M C2000,true,true,true,true,,16,true
model,Model,brand,ricoh,M C251FW,M C251FW,true,true,true,true,,17,true
model,Model,brand,ricoh,ScanSnap iX500,ScanSnap iX500,true,true,true,true,,18,true
model,Model,brand,ricoh,ScanSnap iX1500,ScanSnap iX1500,true,true,true,true,,19,true
model,Model,brand,ricoh,ScanSnap iX1600,ScanSnap iX1600,true,true,true,true,,20,true
model,Model,brand,ricoh,fi-7160,fi-7160,true,true,true,true,,21,true
model,Model,brand,ricoh,fi-8170,fi-8170,true,true,true,true,,22,true
model,Model,brand,kyocera,ECOSYS P2235dn,ECOSYS P2235dn,true,true,true,true,,10,true
model,Model,brand,kyocera,ECOSYS P2040dn,ECOSYS P2040dn,true,true,true,true,,11,true
model,Model,brand,kyocera,ECOSYS M2040dn,ECOSYS M2040dn,true,true,true,true,,12,true
model,Model,brand,kyocera,ECOSYS M2540dn,ECOSYS M2540dn,true,true,true,true,,13,true
model,Model,brand,kyocera,ECOSYS M5526cdw,ECOSYS M5526cdw,true,true,true,true,,14,true
model,Model,brand,kyocera,ECOSYS MA2000w,ECOSYS MA2000w,true,true,true,true,,15,true
model,Model,brand,kyocera,ECOSYS PA2000w,ECOSYS PA2000w,true,true,true,true,,16,true
model,Model,brand,lexmark,B2236dw,B2236dw,true,true,true,true,,10,true
model,Model,brand,lexmark,B2338dw,B2338dw,true,true,true,true,,11,true
model,Model,brand,lexmark,MB2236adw,MB2236adw,true,true,true,true,,12,true
model,Model,brand,lexmark,MB2338adw,MB2338adw,true,true,true,true,,13,true
model,Model,brand,lexmark,C3326dw,C3326dw,true,true,true,true,,14,true
model,Model,brand,lexmark,MC3224dwe,MC3224dwe,true,true,true,true,,15,true
model,Model,brand,pantum,P2500W,P2500W,true,true,true,true,,10,true
model,Model,brand,pantum,P2516,P2516,true,true,true,true,,11,true
model,Model,brand,pantum,P3010DW,P3010DW,true,true,true,true,,12,true
model,Model,brand,pantum,M6500NW,M6500NW,true,true,true,true,,13,true
model,Model,brand,pantum,M6550NW,M6550NW,true,true,true,true,,14,true
model,Model,brand,pantum,M6600NW,M6600NW,true,true,true,true,,15,true
model,Model,brand,pantum,BM2300AW,BM2300AW,true,true,true,true,,16,true
model,Model,brand,pantum,M7100DW,M7100DW,true,true,true,true,,17,true
model,Model,brand,zebra,GK420d,GK420d,true,true,true,true,,10,true
model,Model,brand,zebra,GK420t,GK420t,true,true,true,true,,11,true
model,Model,brand,zebra,ZD220,ZD220,true,true,true,true,,12,true
model,Model,brand,zebra,ZD230,ZD230,true,true,true,true,,13,true
model,Model,brand,zebra,ZD421,ZD421,true,true,true,true,,14,true
model,Model,brand,zebra,ZT230,ZT230,true,true,true,true,,15,true
model,Model,brand,zebra,ZT411,ZT411,true,true,true,true,,16,true
model,Model,brand,dymo,LabelWriter 450,LabelWriter 450,true,true,true,true,,10,true
model,Model,brand,dymo,LabelWriter 550,LabelWriter 550,true,true,true,true,,11,true
model,Model,brand,dymo,LabelWriter 5XL,LabelWriter 5XL,true,true,true,true,,12,true
model,Model,brand,kodak,ScanMate i940,ScanMate i940,true,true,true,true,,10,true
model,Model,brand,kodak,Alaris S2050,Alaris S2050,true,true,true,true,,11,true
model,Model,brand,kodak,Alaris S2070,Alaris S2070,true,true,true,true,,12,true
model,Model,brand,plustek,OpticSlim 2610,OpticSlim 2610,true,true,true,true,,10,true
model,Model,brand,plustek,OpticBook 3800,OpticBook 3800,true,true,true,true,,11,true
model,Model,brand,plustek,SmartOffice PS286 Plus,SmartOffice PS286 Plus,true,true,true,true,,12,true
model,Model,brand,epson,EcoTank L200,EcoTank L200,true,true,true,true,,300,true
model,Model,brand,epson,EcoTank L350,EcoTank L350,true,true,true,true,,301,true
model,Model,brand,epson,EcoTank L360,EcoTank L360,true,true,true,true,,302,true
model,Model,brand,epson,EcoTank L361,EcoTank L361,true,true,true,true,,303,true
model,Model,brand,epson,EcoTank L550,EcoTank L550,true,true,true,true,,304,true
model,Model,brand,epson,EcoTank L1300,EcoTank L1300,true,true,true,true,,305,true
model,Model,brand,epson,EcoTank L14150,EcoTank L14150,true,true,true,true,,306,true
brand,Brand,,,fujitsu,Fujitsu,true,true,true,true,,24,true
model,Model,brand,fujitsu,ScanSnap S1300i,ScanSnap S1300i,true,true,true,true,,10,true
model,Model,brand,fujitsu,ScanSnap iX500,ScanSnap iX500,true,true,true,true,,11,true
model,Model,brand,fujitsu,ScanSnap iX1400,ScanSnap iX1400,true,true,true,true,,12,true
model,Model,brand,fujitsu,ScanSnap iX1500,ScanSnap iX1500,true,true,true,true,,13,true
model,Model,brand,fujitsu,ScanSnap iX1600,ScanSnap iX1600,true,true,true,true,,14,true
model,Model,brand,fujitsu,fi-6130,fi-6130,true,true,true,true,,15,true
model,Model,brand,fujitsu,fi-7160,fi-7160,true,true,true,true,,16,true
model,Model,brand,fujitsu,fi-7460,fi-7460,true,true,true,true,,17,true
model,Model,brand,fujitsu,fi-8170,fi-8170,true,true,true,true,,18,true
brand,Brand,,,oki,OKI,true,true,true,true,,342,true
model,Model,brand,oki,B412dn,B412dn,true,true,true,true,,10,true
model,Model,brand,oki,B432dn,B432dn,true,true,true,true,,11,true
model,Model,brand,oki,B512dn,B512dn,true,true,true,true,,12,true
model,Model,brand,oki,C332dn,C332dn,true,true,true,true,,13,true
model,Model,brand,oki,C532dn,C532dn,true,true,true,true,,14,true
model,Model,brand,oki,MC363dn,MC363dn,true,true,true,true,,15,true
model,Model,brand,oki,MC573dn,MC573dn,true,true,true,true,,16,true
brand,Brand,,,konica-minolta,Konica Minolta,true,true,true,true,,350,true
model,Model,brand,konica-minolta,bizhub C224e,bizhub C224e,true,true,true,true,,10,true
model,Model,brand,konica-minolta,bizhub C258,bizhub C258,true,true,true,true,,11,true
model,Model,brand,konica-minolta,bizhub C308,bizhub C308,true,true,true,true,,12,true
model,Model,brand,konica-minolta,bizhub C360i,bizhub C360i,true,true,true,true,,13,true
model,Model,brand,konica-minolta,bizhub 367,bizhub 367,true,true,true,true,,14,true
model,Model,brand,konica-minolta,bizhub 4050i,bizhub 4050i,true,true,true,true,,15,true
brand,Brand,,,sharp,Sharp,true,true,true,true,,357,true
model,Model,brand,sharp,MX-2614N,MX-2614N,true,true,true,true,,10,true
model,Model,brand,sharp,MX-3114N,MX-3114N,true,true,true,true,,11,true
model,Model,brand,sharp,MX-4071,MX-4071,true,true,true,true,,12,true
model,Model,brand,sharp,BP-30M28,BP-30M28,true,true,true,true,,13,true
model,Model,brand,sharp,BP-50C26,BP-50C26,true,true,true,true,,14,true
